review_id,product_id,category,rating,review_text,review_title,review_date,user_id,language
fr_0766826,product_fr_0433735,automotive,4,"Je n'ai pas eu l'occasion de m'en servir mais le kit fait sérieux reste à voir son efficacité et le prix est très correct , je l'ai acheté pour une voiture qui n'est n'y fourni avec un cric n'y avec un nécessaire de crevaison par contre les pneus sont fournis c'est déjà pas mal ...!? Livraison dans les temps rien à redire dessus",conforme au descriptif,2026-06-01,reviewer_fr_0865299,fr
de_0983045,product_de_0515878,book,5,"Das erste ""Sing mal"" haben wir unserer kleinen Emily aus Deutschland nach England mitgebracht, wo wir wohnen. Emily (damals 2 Jahre alt) hat ihre Lieder im Buch so oft gespielt dass nur noch ein Lied ging und wollte es unbedingt ""repariert"" haben. Wir, und unsere liebe Emily, waren sehr gluecklich dass wir nochmal das gleiche Buch bei ""AMAZON"" gefunden haben.",Unser zweites Buch auf Wunsch unserer Enkelin.,2026-06-01,reviewer_de_0859316,de
de_0907338,product_de_0254022,beauty,5,"Kennengelernt und empfohlen bekommen, habe ich das Shampoo beim Friseur. Ich habe sehr dickes, teilweise lockiges und seit Jahren durchgefärbte lange Haare, die irgendwann auch mal die weiße Fahne hissen. Mit diesem Shampoo habe ich seit langer Zeit mal wieder weiches, gepflegtes Haar.",Super Shampoo für schwieriges Haar,2026-06-01,reviewer_de_0122295,de
es_0411027,product_es_0030504,home,5,"Bonitos, originales y relación calidad precio muy buena. Totalmente recomendables. Compré dos en morado y me encanta el resultado. Encantada",Bas,2026-06-01,reviewer_es_0480942,es
en_0242299,product_en_0369441,apparel,2,I ordered a size up and its a bit small. The texture isn't swimsuit texture at all....its very cheap and provides no support or separation for the breast area. It was hard to untangle when I first got it too.,"Cheap, not worth the money.",2026-06-01,reviewer_en_0529675,en
ja_0035442,product_ja_0373884,other,5,画像・画質共に申し分ありません。しかも『プレゼント・磁器シート』が見つけられなくて（箱の底に入ってた!）「なかった」と言ったら直ぐに郵便で送って下さった！ごめんなさい。入ってたのです。録画再生の時、早送りの時間の残りが表示されないのがちょっと気掛かりではあるけれど、録画も入れやすいし、再生も楽だし申し分ありません！前のに比べると画面の位置を（回転して）変えられないのが残念だけど、軽いのでひょいと持ち上げて変えてます。まだ“隠れた機能”があるんじゃないかとリモコン色々触りまくってます(^o^),凄く綺麗！,2026-06-01,reviewer_ja_0738036,ja
zh_0101598,product_zh_0902117,shoes,4,还行吧感觉有点臃肿，不知道以后质量怎么样,有点小贵,2026-06-01,reviewer_zh_0747940,zh
de_0972736,product_de_0401077,home_improvement,2,"Erfüllt eigentlich seinen Zweck, kam jedoch in zwei Teilen an. Bin von Amazon bessere Verpackungen gewohnt. War nur in einem Karton.",Kaputt,2026-06-01,reviewer_de_0378281,de
fr_0030543,product_fr_0139840,furniture,3,Un peu de mal à digérer Et passe pas très bien au four quand je fais mon granola Après ça le goût reste correct vu le prix c'est intéressant,Flocon c'est bon,2026-06-01,reviewer_fr_0678458,fr
zh_0667618,product_zh_0923562,digital_ebook_purchase,1,作为一个过来人看看标题就够了，没有新的东西,只看标题,2026-06-01,reviewer_zh_0176713,zh
ja_0147110,product_ja_0999726,digital_ebook_purchase,2,それぞれ成長した姿で白熱した戦いではあるけど 過去の試合とあまり変わらないように見えて それぞれの想いなども描いてるけど新鮮さを感じなくなった。 個人戦も団体戦も1対1だからマンガで描くには幅がないのかも…,ちょっと飽きてきた,2026-06-01,reviewer_ja_0821882,ja
de_0595362,product_de_0528710,pc,3,USB 3.0 Port Erweiterung mit Kartenslot. SD Karten werden nur zufällig mal erkannt. Kontaktfehler?,Schönes Design für iMac,2026-06-01,reviewer_de_0986916,de
de_0166454,product_de_0837767,automotive,2,"...trifft hier leider voll und ganz zu. Geliefert werden zwei Bürsten, von der die erste direkt nach ein paar Minuten im Einsatz kaputt ging. Die zwei Sterne auch nur deshalb, weil die Andere noch lebt. Würde ich nicht nochmal kaufen. Der Versand dauert auch recht lange, da die Teile aus Fernost kommen.",Wer billig kauft kauft zwei mal...,2026-06-01,reviewer_de_0497566,de
de_0158560,product_de_0310795,pc,2,"Ich benutze zwei dieser Geräte - eines im Büro - eines zuhause. Beide sind jetzt ca. 18 Monate alt. Wenn sie denn funktionieren, bin ich mit der Bildqualität sehr zufrieden. Sie hängen beide per Thunderbolt an einem MacBook Pro. Das ist sehr komfortabel, denn man hat mit dem Monitor quasi nebenbei eine Thunderbolt-Docking-Station mit Monitor, Sound und USB 3.0. Wenn sie denn funktionieren ... Beim ersten Gerät gab es nach 15 Monaten Probleme - zuerst zuckende Bildfehler am rechten Rand, dann funktionierte einer der beiden Thunderbolt-Ports nicht mehr, USB fiel in unregelmäßigen Abständen aus. Meine Firma hat das Gerät über LG zu einem von LG autorisierten Servicepartner geschickt. Zwei Wochen ist zunächst einmal nichts passiert. Nach Anruf meinte man, man bräuchte dringend die Fehlerbeschreibung, sonst müsste man das Gerät unrepariert auf Kosten des Kunden zurückschicken. Eine ausführliche Fehlerbeschreibung lag dem Gerät zwar beim Einschicken bei - der Umschlag mit der Beschreibung kam hinterher sogar wieder leer zu mir zurück, aber der Reparaturbetrieb konnte ihn wohl nicht sofort finden. Nach weiteren drei Wochen kam das Gerät mit getauschtem Main-Board zurück. Reparaturbetrieb musste solange aufs Ersatzteil warten. Läuft seitdem wieder. Wartezeit mehr als ärgerlich. Das angehängte Bild zeigt eines der Probleme. Beim zweiten Gerät scheint ebenfalls das Main-Board betroffen zu sein. Das Gerät lässt sich trotz funktionierendem Netzteil nicht mehr einschalten. Ich habe nun den von Amazon angebotenen Reparatur-Service angefordert. Amazon spricht von 8 Tagen Wartezeit. Mal sehen ... Darüber hinaus habe ich noch einen weiteren LG-Monitor - 29 Zoll, auch 21:9. Bei dem funktionierte nach 25 Monaten das Aufwachen aus dem Standby-Modus nicht mehr. Insgesamt drei Gründe, keine LG-Geräte mehr zu kaufen. Die Fertigungsqualität scheint so schlecht zu sein, dass es sich lohnt, die Verpackung für die Rücksendung einzulagern.","Bildqualität prima, Lebensdauer mangelhaft, LG Service mangelhaft",2026-06-01,reviewer_de_0839810,de
de_0532169,product_de_0600422,home,1,"Wie lange dauert die Lieferung noch bis ich sie bekomme,im Winter bringt sie mir nichts mehr. Das Gerät brauche ich jetzt wo es so heiß ist zur Abkühlung! Hoffe es wird bald geliefert. M.f.G. Franz Resch.",So bald zu liefern wie möglich!,2026-06-01,reviewer_de_0200529,de
fr_0190926,product_fr_0470413,home,5,Elle son trop belle eclaire bien vraiment top ca fais trop beau dans ma salle a manger tout le monde a dit c magnifique,Jadore wahou,2026-06-01,reviewer_fr_0190882,fr
de_0898040,product_de_0713501,sports,5,"Die Verpackung ist Sehr schön gemacht. Dadrinne gibts eine Hard case Tasche, sehr viel Equipment, Adapter und 4k Kamera.Das Gerät ist die sehr hochwertig an. Bildqualität ist sehr gut. Akku dauer reicht sehr aus und leicht aufladbar. Würde jedem empfehlen.",Super Kamara,2026-06-01,reviewer_de_0498488,de
en_0396450,product_en_0114035,office_product,5,Higher quality than expected,Dope,2026-06-01,reviewer_en_0406792,en
zh_0531254,product_zh_0527087,wireless,2,1300万像素拍成这样也是服了。1300像素差不多。信号不错,1300像素差不多,2026-06-01,reviewer_zh_0328641,zh
fr_0788895,product_fr_0334650,home,1,ne marche pas et pas de remboursement des frais de renvoi,nul,2026-06-01,reviewer_fr_0455543,fr
de_0349377,product_de_0739111,toy,4,Super tolles Spiel macht Spaß und das Kind ist total hin und weg. Es kam schnell an. So wie man es gewöhnt ist.,Spaß,2026-06-01,reviewer_de_0106303,de
es_0387146,product_es_0872745,sports,3,Bueno los tornillos no son muy buenos pero no está mal en relación calidad precio,No está mal,2026-06-01,reviewer_es_0339401,es
es_0159210,product_es_0564213,home,2,"Yo compré un pack de dos y uno de ellos me ha fallado al mes de uso. Aunque ponga pilas nuevas, no se enciende. El otro todo correcto por ahora.",Uno me ha salido malo,2026-06-01,reviewer_es_0315292,es
zh_0566587,product_zh_0724857,book,1,这种也能出书啊？出版社能不能稍微有点专业素养啊？新手看这本书不如去看FAQ，老手看这个就是通篇看废话，书钱没多少，花得冤枉,强烈建议不要买！写得还不如交易所的FAQ,2026-06-01,reviewer_zh_0562505,zh
en_0613592,product_en_0785432,shoes,4,"Great diaper bag, the leather strap is not durable though. I ended up ripping apart after one use but I can still hook the bag to my car seat with the 2 straps.",Great storage,2026-06-01,reviewer_en_0233716,en
en_0270148,product_en_0416951,kitchen,3,"I originally had the assembly about medium hand tight. That leaked like there was no tomorrow. I now have it cranked down to as tight as I can possibly get it, to the point I think it might break if it goes any tighter. That still leaks, about 10% of the original leak. There are still a few drops on the floor within a few minutes after filling a glass. Whether that is coming from the connection or from the spigot internally, it's a design flaw none-the-less.",Leaks from spigot,2026-06-01,reviewer_en_0285203,en
zh_0293865,product_zh_0221572,book,5,看了别人的书，看了几眼，觉得还挺实用的，自己买了一本，打算看完后送给表妹。,觉得还挺实用的,2026-06-01,reviewer_zh_0357109,zh
fr_0334413,product_fr_0468367,beauty,1,Il manque des bracelets sur la photo il y en n'a 3 de plus donc très déçu...,Déçu,2026-06-01,reviewer_fr_0712672,fr
fr_0266151,product_fr_0887492,beauty,2,"Je tousse à chaque bouffée. Il y a plein de modes différents, plein de réglages, mais la notice ne dit rien à ce sujet. Sur youtube, pas trouvé grand chose non plus. Je pense que c'est donc plus une cigarette pour quelqu'un qui est déjà habitué à la cigarette électronique, pas pour une débutante comme moi","Trop compliquée à utiliser, pas de notice clair",2026-06-01,reviewer_fr_0028039,fr
en_0919820,product_en_0428417,kitchen,1,Horrible grinder. Even after adjusting the beans just feel through. If I still had the box it would be going back.,NO GRIND HERE,2026-06-01,reviewer_en_0495386,en
ja_0717980,product_ja_0004448,digital_ebook_purchase,2,29ページの左下の子供の顔！笑かしてくれますね…！作画崩壊を楽しむ漫画です。 が、実の父親を虐待する描写は胸糞でした。見なきゃ良かった。この作者さんは子供とか動物を酷い目に合わせるのが趣味なのかな？,作画崩壊はレベルアップ,2026-06-01,reviewer_ja_0918225,ja
fr_0153388,product_fr_0119596,home_improvement,5,objet bien reçu envoie rapide,objet bien reçu envoie rapide,2026-06-01,reviewer_fr_0102153,fr
en_0436477,product_en_0138923,wireless,2,It looks cheap and the cut outs are white that’s not how it looks in the picture I’m returning it .,It looks cheap and the cut outs are white that’s ...,2026-06-01,reviewer_en_0152963,en
es_0112099,product_es_0144759,furniture,2,"No me fue enviado ,pero si puedo decir que me devolvieron el dinero .debió a ver algún problema en el trayecto",Un poco decepcionada,2026-06-01,reviewer_es_0461287,es
ja_0027892,product_ja_0991529,kitchen,5,想像以上に軽く、小さいので置く場所に困りません。すぐにゴミを取り出せて掃除をしやすくなりました。,掃除をしやすくなりました。,2026-06-01,reviewer_ja_0288505,ja
fr_0574140,product_fr_0471674,baby_product,4,"Le tapis est grand, plein de couleur. La seule chose qui est dommage c'est qu'on ne puisse pas alterné le côté doux et le côté sensoriel ! Sinon c'est très bien.",Super,2026-06-01,reviewer_fr_0166113,fr
es_0186753,product_es_0951295,lawn_and_garden,3,"Bien, cumple su función",Bien,2026-06-01,reviewer_es_0282312,es
fr_0366552,product_fr_0576531,sports,5,"Je travaille en restauration et souffre régulièrement de crampes, depuis plusieurs mois j'utilise des chaussettes de contention et mes douleurs ont disparu. Celles-ci sont de très bonne qualité, elle serre bien mais pas trop. A voir dans le temps si elles ne s'abîment pas trop vite.",Vraiment bien .,2026-06-01,reviewer_fr_0784351,fr
en_0558361,product_en_0678184,lawn_and_garden,3,Received mine and used a drill to make life 1000 percent easier. Took off because one of the table legs was missing and I needed to set for a particular event :-(,Received mine and used a drill to make life 1000 ...,2026-06-01,reviewer_en_0686031,en
zh_0524652,product_zh_0035323,book,5,包装完好，亚马逊发货快，阅读感觉不错，纸质还行，能够满足自己的期望，比较优惠,好书,2026-06-01,reviewer_zh_0282602,zh
zh_0340246,product_zh_0374175,sports,2,不能做车前灯，固定在车头的话，电池挂哪里？,不适合做车前灯,2026-06-01,reviewer_zh_0860188,zh
fr_0747655,product_fr_0321473,toy,3,"Conforme à la photo, mais arrivé complètement écrasé et à moitié sortis de son emballage","Conforme, livraison pas terrible",2026-06-01,reviewer_fr_0708406,fr
zh_0605012,product_zh_0294561,wireless,1,一直以来都挺相信亚马逊的，这次也没让我失望，不错,一如既往,2026-06-01,reviewer_zh_0917489,zh
en_0343910,product_en_0829833,apparel,1,"Very loose for my baby, they easily fall off.",Very loose,2026-06-01,reviewer_en_0401939,en
zh_0685491,product_zh_0436480,drugstore,4,最近几次买的袋子都有点破了，都漏了。这次买的2包，发票就开了一包的票，请补开一张,狗粮,2026-06-01,reviewer_zh_0309821,zh
ja_0507782,product_ja_0352327,pc,1,商品説明の写真と表示の大きさが異なる。商品説明では丸枠ケースいっぱいの表示の画像だが、実際には表示部分は丸枠ケースよりも遙かに小さい。視認性を重視して購入したが、実際には表示がケースよりも二回りくらい小さく説明写真と著しく異なるので返品した。,画面表示が小さい,2026-06-01,reviewer_ja_0730751,ja
ja_0122902,product_ja_0846349,kitchen,2,使用して３ヶ月ほど。 壊れました。 使い勝手が良かった分、残念です。,うーん。,2026-06-01,reviewer_ja_0689280,ja
es_0857495,product_es_0835431,sports,5,"Me ha gustado también la estética, es elegante y cuidada.","Eficaz, mantiene muy bien el frío.",2026-06-01,reviewer_es_0339898,es
ja_0020679,product_ja_0762050,home,2,おひつっぽくなくていい！ただ大きいです。,可愛いです,2026-06-01,reviewer_ja_0661268,ja
en_0631038,product_en_0839307,jewelry,1,"It's a cute ring but in my opinion it's not a toe ring, it's too big to be a toe ring.. it's huge on my toe and when I made it smaller you couldn't see the arrow or the feathers on the other end ☹️",It's a cute ring but in my opinion it's not ...,2026-06-01,reviewer_en_0354404,en
es_0229107,product_es_0741656,baby_product,3,"Esperaba que fueran de algodón y son calentitas, como de forro polar. Las he devuelto, pero para invierno irán bien.",Tere Saez,2026-06-01,reviewer_es_0361824,es
fr_0409455,product_fr_0226278,office_product,2,"J'ai utilisé ce produit pour découper plusieurs feuilles à la fois, en respectant les consignes de la notice. Malgré cela, la coupe devient du déchirement en fin de coupe. De plus, le calage n'est pas correct si l'on suit le guide de coupe. Je regrette cet achat.",Ne coupe pas très droit et déchire le papier,2026-06-01,reviewer_fr_0823345,fr
zh_0798083,product_zh_0240860,apparel,4,质量不错大小也刚好合适，洗了一次也不会褪色穿起来蛮不错的赞,质量不错,2026-06-01,reviewer_zh_0619699,zh
fr_0871462,product_fr_0460742,home,4,article conforme simple d'utilisation et fonctionnel. je conseil.,pas de pile livré avec mais satisfaite malgrés tout,2026-06-01,reviewer_fr_0463263,fr
en_0379611,product_en_0873243,shoes,4,These shoes are super cute and comfy. However I recommend sizing down 1/2 a size at least.,Great looking shoes. 1/2 too big,2026-06-01,reviewer_en_0164865,en
de_0245676,product_de_0085526,home,5,Wegen des Umzugs nach andrer Stadt entschied ich diese Vakuumbeutel im Amazon zu kaufen. Die Lieferungsleistung ist hoch. Für die Preis ist es günstiger. Mit der unterschiedlichen Größen wird die geeignete Sache angepasst. Total überrascht. Durch diese Beutel kann ich so viel Volumen einsparen. Gleichzeitig ist es die Qualität alle OK. Mit dem Staubsauger kann ich schneller die Luft aussaugen.,Gut Ausrüstung zum Umzug,2026-06-01,reviewer_de_0302059,de
fr_0215576,product_fr_0472310,lawn_and_garden,1,"Acheté au mois de juin 2018, télécommande peu réactive et ne fonctionne plus à ce jour. Déçu par cet achat.",HS au bout de 4 mois,2026-06-01,reviewer_fr_0829361,fr
de_0161831,product_de_0114727,furniture,3,Würde schnell geliefert Ware super,Tiptop,2026-06-01,reviewer_de_0601039,de
de_0245488,product_de_0587414,home,1,"Das Produkt war 10 Monate sporadisch im Einsatz. Dann hat es nicht mehr funktioniert. Der Lieferant wurde 2 mal deswegen angeschrieben. Leider keine Reaktion, obwohl das Produkt mit 24 Monaten Garantie beworben wurde. Bei dieser Firma werde ich nichts mehr kaufen.",Kaputt nach 10 Monaten,2026-06-01,reviewer_de_0876381,de
en_0081775,product_en_0603368,pet_products,3,It didn't take long and my dog store it up,Not as durable as I thought,2026-06-01,reviewer_en_0249355,en
es_0293186,product_es_0598736,drugstore,3,"Esta bastante bien aunque es algo incómodo de llevar, ya que molesta en la zona de la axilas, pero hace su función",Pasable,2026-06-01,reviewer_es_0225723,es
de_0695377,product_de_0941184,toy,4,"Gute Qualität, die Verpackung allerdings unverhältnismäßig groß.",Verpackung zu groß,2026-06-01,reviewer_de_0011208,de
de_0702721,product_de_0565465,apparel,2,"...sie halten einfach nicht lang genug. Nach wenigem Tragen bereits Löcher am Ballen, Ferse, Zehe. Schön waren Farbe und Sitz, das R bzw. L war jeweils leicht erkennbar. Das Problem trat bei jeder Farbe auf.","Wirklich angenehme Socken, aber...",2026-06-01,reviewer_de_0674781,de
zh_0590072,product_zh_0992067,book,2,气死我了，买了三本包装都是完好的，就这本不但被拆了而且居然连答案都不给？失望,居然没答案！,2026-06-01,reviewer_zh_0089119,zh
es_0324208,product_es_0308664,drugstore,4,"Muy suave y hace buena espuma, casi no tira pelo,",Buena brocha,2026-06-01,reviewer_es_0359708,es
fr_0109693,product_fr_0379437,wireless,1,même pas adapte pour mon a5 quel merde autant aller en grande surface on va gagnée en tarif et rapidité,pffffffff,2026-06-01,reviewer_fr_0899402,fr
ja_0066312,product_ja_0134550,grocery,3,天然で無添加だから安心して使えます。 化学調味料を使ったダシの元とは違って優しい味わいです。 ただダシがけっこう甘めに仕上がります。 材料の配合の加減でしょうか。 個人的にはもっと苦みが効いた味わいが好きなので、そこは少し残念でした。 以前は1袋ずつ買えたのに、最低２袋づつでしか買えなくなりました。 一人暮らしだとそんなに使用しないので、この部分は改悪ですね,ちょっと甘いかな（追記あり）,2026-06-01,reviewer_ja_0797191,ja
en_0930847,product_en_0680909,pet_products,2,"This product does not work! I only bought it because it was recommended by a friend. The scratching subsided at first. Then I added flea drops. That finally helped. No more fleas. After a month, the scratching is back. Very disappointed that I paid $50 and it's a waste of money.",Waste of money,2026-06-01,reviewer_en_0078091,en
fr_0767340,product_fr_0099210,beauty,4,"FOREO LUNA play plus Brosse lissante visage... produit féminin de nettoyage de la peau. Livré rapidement dans un bon emballage sans frais de port, donc 20€ moins cher qu'en passant par le site du constructeur. Bravo Amazon !",FOREO LUNA play plus Brosse lissante visage...,2026-06-01,reviewer_fr_0920402,fr
de_0295117,product_de_0287683,toy,1,"Billige, schlechte Verarbeitung. Kein nochmaliger Kauf.... Da habe ich mir mehr versprochen.",Schlechte Qualität....,2026-06-01,reviewer_de_0770187,de
de_0772430,product_de_0888858,office_product,2,Das Schreibverhalten entspricht leider nicht den Erwartungen. Das Schriftbild kommt sehr dünn raus. Im Gegensatz zum Pelikan ist er sehr gewöhnungsbedürftig. Optisch sieht er Top aus.,Die Erwartungen wurden nicht ganz erfüllt.,2026-06-01,reviewer_de_0594797,de
zh_0922081,product_zh_0669850,digital_ebook_purchase,1,"简直是过分,干这种骗人的手段好玩吗?就算是英文般的,你也标注一下啊?不然的话,宁可买其他版本。刚翻开来还以为是中英对照呢,没想到是全英文的!!!!!!!!!!干这种事你高兴,你很嗨皮啊?",上当了!!!!!!!!!!!!!!!,2026-06-01,reviewer_zh_0936155,zh
ja_0657134,product_ja_0539423,beauty,2,間違ってモイスト買いました。乾燥の時期は良いかなと思います。,保湿性,2026-06-01,reviewer_ja_0422464,ja
fr_0743562,product_fr_0566289,home_improvement,3,"Un peu plus d'un après achat, le mandrin s'est cassé, impossible de le desserrer. Echange gratuit d'Amazon, c'est parfait, mais un produit plus costaud serait appréciable. L'outil est peu puissant, ce qui est logique car produit d'entrée de gamme, donc les perçages peuvent vite s'avérer laborieux, voire impossibles.",Peu fiable,2026-06-01,reviewer_fr_0942137,fr
en_0374808,product_en_0327296,grocery,5,These are really fresh and salted just right. Very tender too.,Fresh and tasty.,2026-06-01,reviewer_en_0744481,en
zh_0017255,product_zh_0573454,digital_ebook_purchase,4,部分通俗易懂，部分专业性较强，一人一涟漪的说法贴切,部分值得认真读,2026-06-01,reviewer_zh_0905370,zh
es_0345372,product_es_0770889,apparel,4,El producto ya lo conocía pues ya tengo unas iguales con mas de 15 años. No pongo las 5 estrellas porque hubo algún pequeño problema con el envio,excelente producto,2026-06-01,reviewer_es_0338111,es
en_0776687,product_en_0009279,drugstore,2,I was so excited about this product!! I was disappointed when the product would not gotten the arch in the table nor on the ground. The plastic pipes begin to bend leaving a crease in the tubing.,Arch issues,2026-06-01,reviewer_en_0089165,en
zh_0357953,product_zh_0393284,beauty,2,淡淡的香味，涂抹也是很细腻的感觉。但是搓泥很严重！,搓泥严重,2026-06-01,reviewer_zh_0904717,zh
es_0732292,product_es_0567739,pc,3,"Lo compré para poder automatizar mediante presencia una tira de led que tengo en el jardín y funciona relativamente bien. El ángulo de detección no es demasiado grande (no llega a 180º ni por casualidad) y la distancia, al máximo, puede llegar como a unos 8 metros. El problema es que el sistema de cierre del aparato no está pensado para una protección IP media y, a la intemperie se le mete lluvia dentro. He tenido que sellarlo con silicona para evitar males mayores, pero aun así, la parte del sensor tiene gotas dentro. Si está muy expuesto a las inclemencias del tiempo no lo recomiendo, sólo si está protegido, en tal caso, si funcionaría bien.","Fuciona bien, aunque no es ""demasiado estanco""",2026-06-01,reviewer_es_0244098,es
es_0559946,product_es_0472268,wireless,3,"El protector parece solido y se acopla prácticamente sin tocarlo y a toda la pantalla, no deja burbujas. Sin embargo, el plastico al que viene pegado es muy tedioso de separar y ademas, al dia de poner uno de ellos ha aparecido lo que en principio creia que era un pelo bajo el protector, y que resulta ser una fractura. Para el precio que tiene esto no deberia pasar.","Abarca toda la pantalla, pero es susceptible a pequeñas fracturas",2026-06-01,reviewer_es_0979383,es
zh_0808477,product_zh_0737365,sports,2,前面有一些买家声称这款保温杯的保温效果还不错。结果买到一试，效果很不理想。充其量能保温5、6个小时，随后就变温水了。,保温效果不佳,2026-06-01,reviewer_zh_0971695,zh
de_0365874,product_de_0066320,apparel,4,Die roten Shorts färben auch nach der ersten Wäsche noch leicht ab.,Super Passform.,2026-06-01,reviewer_de_0216086,de
es_0784135,product_es_0624437,book,3,"Un poco simple, pero está bien explicado.",Adecuado al propósito,2026-06-01,reviewer_es_0644082,es
es_0526568,product_es_0106866,lawn_and_garden,4,Funciona perfecto.se monta fácilmente y es práctico y da la información que necesito. Muy recomendable con un diseño adecuado. A mi me ha ido bien,Termómetro higrometro,2026-06-01,reviewer_es_0643462,es
ja_0054784,product_ja_0318118,wireless,1,先行購入者のレビューを見てから買ったら良かったと後悔するくらいひどい商品です。 指の反応は悪い、すぐはずれる、ズボンのポケットに手を入れてるだけでアップルウォッチから外れて、妻が洗濯機のゴミの中から見つけてくれました。 この商品は買わないほうが無難です。,買って損しました。,2026-06-01,reviewer_ja_0756414,ja
de_0165705,product_de_0562996,furniture,1,"Was soll das sein? Es ist keine Befestigung dabei, das Teil hält nicht im geringsten irgend welche Viecher ab, da es beim kleinsten Windstoß riesige Lücken frei gibt, da passen ganze Vögel durch.... Sorry, aber hier ist jeder Euro zu viel bezahlt!",Absolut nutzlos,2026-06-01,reviewer_de_0951213,de
fr_0206172,product_fr_0134635,other,5,Ma fille de 9 ans le regarde sans soucis elle adore cette version féminine qui je le reconnais est pas mal du tout,Super film,2026-06-01,reviewer_fr_0524886,fr
es_0649569,product_es_0659654,toy,4,"Tiene un poco de lio para montar, pero el precio está muy bien y funciona de lujo, ¡¡¡ al chiquillo le encanta !!!",Buena compra,2026-06-01,reviewer_es_0284728,es
en_0623675,product_en_0333621,furniture,2,"Item arrived damaged. Surprise! The box had a few marks, but intact. The item was poorly packed. As I needed to set up some storage in a home office I opted not to try to repackage and move around a 70+ lb box to return. On a positive note, the cabinet was easy to assemble and the hardware was good quality, and all of the parts, damaged or not were included. The cabinet materials are poor quality. The fiberboard is not that good so care in handling is paramount. The backing board which is integral to the structural integrity is literally thin cardboard. I am not planning on moving this around much. The finish is very thin, and likely not all too durable. Important! This cabinet in not stable when empty. After installing the doors, which seem heavier than the cabinet itself I opened both to add shelves ant the cabinet almost toppled over on me. Be sure to mount to a sturdy wall once in place. I regret not returning now.",Need a sturdy cabinet? Not Here!,2026-06-01,reviewer_en_0681805,en
zh_0819848,product_zh_0726962,home_improvement,5,价格合适 不重 但是很好用 成功率杠杠的，有货我必须再买一个,GOOD,2026-06-01,reviewer_zh_0384905,zh
zh_0481706,product_zh_0713174,baby_product,2,新安怡的奶瓶出奶实在太快了，1号奶嘴都快，宝宝很容易呛奶,出奶快,2026-06-01,reviewer_zh_0294805,zh
fr_0887217,product_fr_0011415,shoes,4,Ces bottines sont très chaudes et confortable. On a cependant le pied avachi dedans.,Chaudes et confortables,2026-06-01,reviewer_fr_0103345,fr
